title_translated,listed_price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badge_product_quality,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,countries_shipped_to,has_urgency_banner,urgency_text,merchant_rating_count,merchant_rating,merchant_id,product_picture,product_id
New Fashion Women Ladies Crochet Kimono Tops Hollow Coat,5.0,5,10000,1,3.82,3208,1467.0,607.0,558.0,241.0,335.0,0,"('fashion', 'tops & blouses', 'coat', 'tops', 'tank top', 'hollow', 'jacket', ""women's fashion"", 'kimono', 'crochet', 'ladies', 'women', 'women clothing')",white,Others,50,1,63,1,QuantityLimited,27055,4.151395306,56e6928521790d587623b3b4,https://contestimg.wish.com/api/webimage/57d3bc906cfeb9135f44ded5-medium.jpg,57d3bc906cfeb9135f44ded5
Women Spring and Summer Fashion Soild Color Vest Off Shoulder Bandage Vest Casual Low Cut Sport Wear Ladies Bodycon Sleeveless Tank Top,5.84,56,100,0,3.28,36,11.0,4.0,11.0,4.0,6.0,0,"('summer', 'off shoulder top', 'fashion', 'crop top', 'spring', 'vest', 'yoga top', ""women's fashion"", 'tank top', 'sexy', 'sport', 'summer tops', 'women', 'fashion women', 'fashion tank top', 'tank', 'summer tank top', 'tops', 'sexy tank top', 'casual', 'ladies', 'sleeveless', 'women top')",green,S,50,1,43,0,noText,40943,4.017487727,56c6f731bc435416ed5984d7,https://contestimg.wish.com/api/webimage/5c136c3cb870cf4e458afee4-medium.jpg,5c136c3cb870cf4e458afee4
Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets,16.0,14,10,0,3.0,3,0.0,2.0,0.0,0.0,1.0,0,"('summer', 'shorts', ""women's jogging suits"", 'sleeve', 'shortsleeveset', 'short pants', 'summersuitset', 'short sleeves', 'sport', 'summerpant', 'mensjoggingsuit', 'suits', 'sport suits', 'short sleeve shirt', 'outfits', ""men's suits"", 'casual')",green,S,2,4,34,0,noText,31,3.548387097,5e61c817039ce2184a0ed392,https://contestimg.wish.com/api/webimage/5e9a74e447f7d92c8db8d14b-medium.jpg,5e9a74e447f7d92c8db8d14b
Fashion Women Jumpsuits Slit Bohemia Maxi Long Dress Womens Printed Dress Rose Boho Beach Shorts,13.0,50,1000,0,4.03,855,451.0,165.0,120.0,51.0,68.0,0,"('bohemia', 'sleeveless', 'printeddre', 'rose', 'long dress', 'vintage', 'dress', ""women's fashion"", 'beach', 'boho', 'shorts', 'midcalfdre', 'vestido', 'jumpsuit', 'maxi dress', 'printed', 'vintage dress', 'fashion', 'women')",others,S,50,3,32,0,noText,9136,4.085704904,57108cd6a995b507211ef8fb,https://contestimg.wish.com/api/webimage/5af6bc9c13927d50370db58a-medium.jpg,5af6bc9c13927d50370db58a
Plus Size Women's Fashion Loose Casual V neck long sleeve Floral print summer dress,9.0,8,10000,0,3.18,1783,535.0,289.0,344.0,189.0,426.0,0,"('summer', 'plus size', 'floral print', 'lace', 'sleeve', 'long sleeve', 'dress', 'loose', 'v-neck', 'floral', ""women's fashion"", 'fashion', 'floral dress', 'summer dress', 'print', 'casual', 'necks')",white,S,50,3,24,1,QuantityLimited,10474,3.9085354210000003,5b160017daac45594728d9ba,https://contestimg.wish.com/api/webimage/5d1573a55a16864c5de706ab-medium.jpg,5d1573a55a16864c5de706ab
"Summer Fashion New Women Letter Funny O-neck T-shirt "" I Only Look Up To You "" Love T-shirt / "" Don't Flatter Yourself "" Graphic Tee / March T-shirt",7.0,6,100,0,3.8,61,28.0,11.0,12.0,2.0,8.0,0,"('summer', 'plus size', 'love', 'graphic t-shirt', 'funny', 'summer t-shirts', 'short sleeves', 't shirts', 'funny t shirt', ""women's fashion"", 'fashion', 'women')",black,S,50,2,45,1,QuantityLimited,139607,4.216385998,59257409b674b15e8191b8de,https://contestimg.wish.com/api/webimage/5c9212fc8de79667e3c7ca59-medium.jpg,5c9212fc8de79667e3c7ca59
Women Fashion Summer V Neck Camisole Vest Solid Color Tops Sleeveless T-shirt Loose Casual Plus Size Tank Tops,11.0,20,100,0,3.43,14,5.0,3.0,2.0,1.0,3.0,0,"('summer', 'vest', 'plus size', 'tank', 'necks', 'tops', 'loose', ""women's fashion"", 'tank top', 't shirts', 'fashion', 'v-neck', 'solid color', 'sleeveless', 'women top', 'casual', 'women')",white,S,50,2,34,1,QuantityLimited,3120,4.174679487,5b0e27596b9302238a10c3f8,https://contestimg.wish.com/api/webimage/5ea2877224b9643185e52b58-medium.jpg,5ea2877224b9643185e52b58
Women Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,5.84,11,1000,0,4.19,307,171.0,71.0,35.0,12.0,18.0,0,"('summer', 'sexy bathing suit', 'bikinis set', 'splitbikiniset', 'swimwear', 'swimsuit', 'bikini', 'fashion', 'two pieces', 'printed', ""women's fashion"", 'women', 'beach', 'splits')",blue,XXS,1,1,40,0,noText,10377,4.1727859689999995,548142ac653d51041ac1174f,https://contestimg.wish.com/api/webimage/5d806ae97c339c307264cf76-medium.jpg,5d806ae97c339c307264cf76
Womens Fashion 3D Skull Print Cut Out Back Tank Top Summer Sleeveless Graphic Shirt Slim Fit Cotton Gothic Tee Tops Plus Size Vest,1.0,11,1000,1,3.8,5,3.0,0.0,1.0,0.0,1.0,0,"('summer', 'vest', 'fashion', 'slim', 'gothicshirt', 'tank top', 'punkshirt', 't shirts', 'plus size', 'gothic', 'skullshirt', 'goth', 'summer tops', 'cotton', 'tank', 'shirt', 'skull', 'graphic tee', 'tops', 'slim fit', ""women's fashion"", 'tops & t-shirts', 'print', 'sleeveless')",blue,XXS,37,1,41,0,noText,8197,3.858118824,5684ca0f73c0e02989b91cad,https://contestimg.wish.com/api/webimage/5ee717cbcb636e7b8b597fc3-medium.jpg,5ee717cbcb636e7b8b597fc3
Women Loose Casual Printed V Neck Long Dress Plus Size Wave Point Dress Summer Dress,11.0,60,1000,1,3.38,37,15.0,3.0,9.0,1.0,9.0,0,"('summer', 'plus size', 'necks', 'long dress', 'dress', 'summer dress', 'v-neck', ""women's fashion"", 'printed', 'wavepoint', 'women', 'loose', 'casual', 'casual dress')",white,S,49,2,25,1,QuantityLimited,703,3.9601706969999997,5e5363458cd99e4035bcd1c8,https://contestimg.wish.com/api/webimage/5ebb9faea86f7a4d86e2f6fb-medium.jpg,5ebb9faea86f7a4d86e2f6fb
NEW Women's Summer Floral Sleeveless Spaghetti Strap Backless Casual Dress Short Dress MINI Dress Party Dress Plus Size S-5XL,9.0,8,5000,1,4.03,889,464.0,178.0,126.0,52.0,69.0,0,"('summer', 'spaghetti strap', 'short dress', 'mini', 'shorts', 'dress', 'summer dress', 'party dress', 'floral dress', 'mini dress', ""women's fashion"", 'sleeveless dress', 'backless', 'plus size', 'sleeveless', 'floral', 'party', 'spaghetti', 'casual', 'casual dress')",others,L,50,3,33,0,noText,16013,4.10884906,5c51b9b468178729c4213657,https://contestimg.wish.com/api/webimage/5ceb62be9795ee4693f2cd00-medium.jpg,5ceb62be9795ee4693f2cd00
Women Sexy Lace Patchwork V-Neck Backless Summer Beach Mini Dress,6.0,56,1000,1,3.5,938,349.0,171.0,173.0,88.0,157.0,0,"('mini', 'summer', 'pleated dress', 'lace', 'women dresses', 'dress', 'v-neck', 'mini dress', 'backless', 'sexy dress', 'sexy lace', 'sleeveless', 'sexy', 'beach', 'women')",red,Others,1,2,28,0,noText,13309,3.876699977,55c89dc93a698c6010edccc4,https://contestimg.wish.com/api/webimage/5af519e189a29b15fca1b13b-medium.jpg,5af519e189a29b15fca1b13b
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,1.0,10,100,0,3.56,52,22.0,8.0,9.0,3.0,10.0,0,"('summer', 'fashion', 'necks', 'beach', 'dress', 'loose', 'beach dress', 'round neck', ""women's fashion"", 'sleeveless', 'skirts', 'casual', 'women')",white,XXS,2,1,40,1,QuantityLimited,91631,3.8379369430000003,5268759b736046671957190c,https://contestimg.wish.com/api/webimage/5e81acbde187530740f207c6-medium.jpg,5e81acbde187530740f207c6
Sexy Solid Ruffled Chiffon Sling Top Pure Color Women Summer Tank Top Plus Size,9.0,8,5000,0,4.06,743,400.0,142.0,103.0,45.0,53.0,0,"('summer', 'plus size', 'ruffle', 'ruffled', 'chiffon', 'tank', 'pure color', 'cami', 'tank top', ""women's fashion"", 'fashion', 'v-neck', 'blousesampshirt', 'sexy', 'tops', 'women')",orange,S,50,3,41,1,QuantityLimited,20681,3.9993714039999997,5660e53e769a564b3e3aeca0,https://contestimg.wish.com/api/webimage/5c879aba202e6b38cd317164-medium.jpg,5c879aba202e6b38cd317164
Summer Women Sling Dress V-neck Floral Pleated Strap Casual Pocket Large Dress,6.0,6,100,0,4.0,8,5.0,0.0,1.0,2.0,0.0,0,"('summer', 'sling', 'dresses', 'dress', 'v-neck', 'casual', 'pocket', ""women's fashion"", 'sleeveless dress', 'women dress', 'floral', 'sleeveless', 'women', 'loose dress', 'pleated', 'casual dress')",others,XS,5,2,23,0,noText,127,3.874015748,5eb51ed929e7865dc268a561,https://contestimg.wish.com/api/webimage/5ed1b644b1e34008ce012d4b-medium.jpg,5ed1b644b1e34008ce012d4b
Zanzea S-5XL Summer Women Crew Neck Sleeveless Graffiti Printed Casual Loose Maxi Dress Robes ,11.0,68,1000,0,4.13,211,120.0,37.0,31.0,8.0,15.0,0,"('summer', 'plus size', 'women39sfashion', 'necks', 'tunic dress', 'summer dress', ""women's fashion"", 'floral print', 'casual', 'crewneck', 'dressesforwomen', 'graffiti', 'printeddre', 'sleeveless', 'robes', 'women', 'dress', 'printed')",red,M,50,2,40,0,noText,11597,4.215228076,5a4b4ab27dee4a057cca7429,https://contestimg.wish.com/api/webimage/5d52b1d7314eb61030644375-medium.jpg,5d52b1d7314eb61030644375
Women's Summer New Fashion Sports Shorts Solid Color Elastic Shorts Female Slim Fit Running Short Pants Gym Workout Elastic Casual Sports Short Pants,7.0,6,50,0,4.0,4,3.0,0.0,0.0,0.0,1.0,0,"('summer', 'fashion', 'elastic', 'pants', 'slim', 'short pants', ""women's fashion"", 'running', 'shorts', 'sport', 'casual', 'slim fit')",blue,XS,50,2,139,1,QuantityLimited,34,4.352941176,5d4bbed57ad242352a46d910,https://contestimg.wish.com/api/webimage/5ebff6d34a4cf4438dba5d80-medium.jpg,5ebff6d34a4cf4438dba5d80
Women s New Fashion Solid Color Pants Loose Casual Trousers Wide Leg Pants,5.0,38,50,1,5.0,2,2.0,0.0,0.0,0.0,0.0,0,"('summer', 'fashion', 'pants', 'widelegpant', ""women's fashion"", 'trousers', 'solid color', 'wool', 'casual', 'women')",brown,XS,17,1,33,0,noText,9,3.666666667,5e4b6a0c57cc9b0b53e499a4,https://contestimg.wish.com/api/webimage/5eba6ecb9a9e129fb97b5dfd-medium.jpg,5eba6ecb9a9e129fb97b5dfd
European and American Classic Fashion Summer Ladies Short-sleeved Cotton Dress,5.87,11,1000,1,3.91,209,100.0,41.0,34.0,17.0,17.0,0,"('summer', 'fashion', 'night dress', 'dress', 'classics', 'short sleeves', 'cotton dress', ""women's fashion"", 'european', 'ladies', 'american', 'large size', 'clothing', 'pajamas', 'cotton')",white,S,6,1,29,1,QuantityLimited,6187,4.391304348,5b4028d56385741bff3b9163,https://contestimg.wish.com/api/webimage/5d04e3db2ec1245228829a64-medium.jpg,5d04e3db2ec1245228829a64
2018 New Fashion Women Casual Playsuit Ladies Jumpsuit Romper Summer Floral Playsuit Brand New (3 Colors),11.0,10,5000,0,3.72,1008,447.0,201.0,135.0,81.0,144.0,0,"('summer', 'shorts', 'rompers', 'casual', 'ladies', ""women's fashion"", 'fashion', 'off shoulder', 'sexy', 'floral', 'sleeveless', 'women', 'beach', 'playsuit', 'jumpsuit')",white,M,50,2,25,0,noText,61895,4.2680022619999995,55e7e41e606d0a18fdfc67d1,https://contestimg.wish.com/api/webimage/5aec22cec25735338c544690-medium.jpg,5aec22cec25735338c544690
Women Summer Three-color Stitching Short Sleeve Long Dress Ladies Casual V Collar Cotton Plus Size Long Dresses XS-5XL,8.0,10,100,0,2.71,7,1.0,1.0,2.0,1.0,2.0,0,"('summer', 'v collar', 'plus size', 'stitching', 'sleeve', 'dresses', 'dress', 'summer dress', 'long dress', 'short sleeves', 'casual', 'ladies dress', ""women's fashion"", 'shorts', 'women', 'ladies', 'women dress', 'short sleeved', 'cotton', 'collar', 'casual dress')",red,XS,4,3,20,0,noText,224,3.892857143,5eb8b5ebac21070efaf91c99,https://contestimg.wish.com/api/webimage/5ec5cf37cd3da70de19c3f18-medium.jpg,5ec5cf37cd3da70de19c3f18
Plus Size 4XL 5XL Chinese Clothing Shirts for Men Cotton Linen Shirt Tops Summer ,14.0,67,1000,0,3.81,187,84.0,40.0,28.0,14.0,21.0,0,"('summer', 'plus size', 'cotton', 'summershirtsformen', 'chinese', 'loose shirt', 'cottonlinenshirt', 'tops', 'buttonup', 'short sleeves', 'men shirt', ""men's fashion"", 'fashion', 'men', 'solid color', 'shirt', 'camisamen', 'clothing', 'basictshirt', 'beachshirt')",blue,M,50,4,40,0,noText,11900,4.1507563030000005,580f06685250a20783d33e56,https://contestimg.wish.com/api/webimage/5d034039c822d263d90f58d4-medium.jpg,5d034039c822d263d90f58d4
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,2.0,9,100,0,3.47,32,11.0,6.0,5.0,7.0,3.0,0,"('summer', 'fashion', 'necks', 'skirts', 'dress', 'loose', ""women's fashion"", 'round neck', 'beach dress', 'sleeveless', 'beach', 'casual', 'women')",white,XXS,1,1,40,0,noText,4856,4.167627677,5710ac98b2d43a5925da8dd8,https://contestimg.wish.com/api/webimage/5e940265ea3640c9ca0353aa-medium.jpg,5e940265ea3640c9ca0353aa
Women Fashion Loose Casual Soild Color Camisole Sleeveless Lace Summer Tank Tops,8.0,7,10000,1,3.93,1670,823.0,340.0,250.0,89.0,168.0,0,"('summer', 'soildcolor', 'plus size', 'tank', 'camisole', 'tops', 'loose', 'tank top', ""women's fashion"", 'fashion', 'sleeveless tops', 'sleeveless', 'women', 'lace', 'casual', 'summerampspring')",yellow,M,50,3,30,0,noText,66644,4.137581778,577fb2b368116418674befd9,https://contestimg.wish.com/api/webimage/5c9ca27e5aee12258c2f341c-medium.jpg,5c9ca27e5aee12258c2f341c
Summer Beach Fashion Plus Size Women's Loose Short Sleeve Long Blouses Plus Size Deep V-neck Party Dress Ladies Casual Solid Color Beach Wear Swimsuit Cover-up Short Linen Dress,5.79,30,1000,1,3.41,212,73.0,49.0,23.0,25.0,42.0,0,"('blouse', 'plus size', 'summer', 'dress', 'short sleeves', 'v-neck', 'beach dress', 'fashion', 'casual', 'deep v-neck', 'shorts', 'tops & blouses', 'sleeve', 'summer dress', ""women's fashion"", 'swimsuit', 'party dress', 'ladies', 'party', 'linen dress', 'beach', 'loose dress', 'swimming')",white,XS,50,2,118,0,noText,21012,4.1898438989999995,5b14d31d7e43f22f255ea98c,https://contestimg.wish.com/api/webimage/5d29bc2ed35393550e31d6f3-medium.jpg,5d29bc2ed35393550e31d6f3
Trend Summer New Design Letter Printed Women T-shirts Deep V-neck Sleeveless Shirts Casual Tank Tops,8.0,22,100,1,3.74,47,24.0,5.0,6.0,6.0,6.0,0,"('deep v-neck', 'summer', 'plus size', 'tank', 'shirt', 'rodeotank', 'tops', 'sleeveless shirt', 'tank top', ""women's fashion"", 'women shirt', 'v-neck', 'sleeveless', 'design', 't shirts', 'women', 'countrymusicshirt', 'casual', 'countrythunder', 'printed')",red,S,50,3,41,0,noText,50593,3.8767616069999997,583d7475269aad1da3dc2294,https://contestimg.wish.com/api/webimage/5e86c211d22ae539102d25c7-medium.jpg,5e86c211d22ae539102d25c7
Summer Women Round Neck Dress Casual Sleeveless Dress Floral Printed Dress Slim Flower Dress,4.94,5,10000,1,3.93,1331,659.0,255.0,199.0,101.0,117.0,0,"('summer', 'dress slim', 'fashion', 'neck dress', 'necks', 'dress', 'slim', 'round neck', ""women's fashion"", 'sleeveless dress', 'flowers', 'floral', 'sleeveless', 'printed', 'casual', 'women')",others,M,6,1,49,0,noText,55670,4.121483743,55c8a4c33a698c6010edcd9e,https://contestimg.wish.com/api/webimage/5d2407e66e8e037b4dd9fad3-medium.jpg,5d2407e66e8e037b4dd9fad3
2018 Women Ladies Fashion Musical Note Asymmetric Tank Top,8.0,7,10000,0,3.82,2520,1220.0,433.0,365.0,203.0,299.0,0,"('summer', 'fashion', 'tunic', 'ladies fashion', 'asymmetric', 'tops', 'tank top', ""women's fashion"", 'music', 'ladies', 'tank', 'printed t shirts', 'women')",orange,M,50,3,14,1,QuantityLimited,8821,3.872009976,5aa1f31308a2240a052e9a1a,https://contestimg.wish.com/api/webimage/5b0386696040cc41f2331c83-medium.jpg,5b0386696040cc41f2331c83
Women Summer Printed Plus Size Loose Casual Trousers Harlan Pants Long Pants,11.0,10,100,1,3.46,50,20.0,7.0,8.0,6.0,9.0,0,"('summer', 'trousers', 'casual pants', 'pants', 'bottom', 'fashion pants', 'chiffonpant', 'long pants', 'widelegpant', 'harem pants', 'summerpant', 'plus size', 'printed', ""women's fashion"", 'casual', 'women')",black,S,50,3,41,0,noText,225438,4.301120485,53f6b7c81c105e2dfac91041,https://contestimg.wish.com/api/webimage/5d5d038d99df1e17cc9313cf-medium.jpg,5d5d038d99df1e17cc9313cf
Fashion Women Sleeveless Lace Vest Loose V Neck Solid Silk  Lady Casual Sexy Black Tank Tops,8.0,33,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,"('vest', 'fashion', 'lace', 'v-neck', ""women's fashion"", 'lacebra', 'sexy', 'silk', 'casual', 'women', 'tank', 'necks', 'casualsuspendertop', 'lace top', 'tops', 'lace vest', 'slingtop', 'black', 'sleeveless')",black,S,50,2,25,0,noText,1496,4.169786096,592955ef980a346d826f7bfc,https://contestimg.wish.com/api/webimage/5ed0dfc51fa8446451b19c0d-medium.jpg,5ed0dfc51fa8446451b19c0d
New trend round neck heart-shaped t-shirt casual loose tops women cute funny t-shirt plus size,9.0,33,50,1,4.5,4,2.0,2.0,0.0,0.0,0.0,0,"('blouse', 'summer', 'plus size', 'shirt', 'heart', 'womens shirt', 'print shirt', 'tops', 'short sleeves', 'round neck', 'funny', ""women's fashion"", 'cute', 'women', 'casual', 'necks')",white,S,50,3,41,0,noText,8397,4.120281053,575ab2de20c8d15cb59e5ee0,https://contestimg.wish.com/api/webimage/5eb0f23c904507255ca6530c-medium.jpg,5eb0f23c904507255ca6530c
Women Fashion Short Jumpsuit Spaghetti Strap Sleeveless Rompers Summer One Piece Set Casual Summer Outfits,7.0,6,100,0,4.26,53,30.0,14.0,5.0,1.0,3.0,0,"('summer', 'shorts', 'women', 'shortromper', 'spaghetti', 'onepiece', 'spaghetti strap', 'one-piece suits', 'shortjumpsuit', ""women's fashion"", 'fashion', 'casual', 'summerjumpsuit', 'sleeveless', 'rompers', 'women jumpsuit', 'playsuit', 'jumpsuit')",green,S,50,2,31,1,QuantityLimited,2055,3.8379562039999997,5d462e58f320403871a78593,https://contestimg.wish.com/api/webimage/5e4267d60640954a435e64f5-medium.jpg,5e4267d60640954a435e64f5
New Fashion Women Casual Shorts Suit Summer Tie-dye Print Halter Bandage Sleeveless Backless Crop Top and Elastic Waist Shorts Pants Two Piece Set,11.0,10,10000,0,4.24,1045,644.0,183.0,114.0,38.0,66.0,0,"('bandage top', 'fashion', 'crop top', 'halter', 'summer', 'women set', 'elasticwaistshort', ""women's fashion"", 'elastic waist', 'casual', 'women', 'shorts', 'waist', 'elastic', 'tops', 'pants', 'shortssuit', 'backless', 'suits', 'print', 'sleeveless', 'twopiecesset')",purple,S,50,3,36,0,noText,9200,4.289673913000001,583e7f658108913bced6f8cf,https://contestimg.wish.com/api/webimage/5b29e5b5080ea2661b2287f6-medium.jpg,5b29e5b5080ea2661b2287f6
Good Vibes Shirt Summer Shirt Rainbow Shirt Rainbow Pattern Shirt Letter Print Shirt Round Neck Short Sleeve Shirt Splicing Shirt Solid Colour Cotton Shirt Slim Fit Top Plus Size S-5XL,8.0,92,100,0,3.56,16,6.0,5.0,0.0,2.0,3.0,0,"('summer', 'plus size', 'letter print', 'print shirt', 'summer t-shirts', 'short sleeves', ""women's fashion"", 'fashion', 'slimtop', 'slim', 'women fashion', 'necks', 'rainbow', 'shorts', 'cotton shirt', 'shirt', 'sleeve', 'graphic tee', 'tops', 'slim fit', 'round neck', 'women shirt', 'tops & t-shirts', 'print', 'cotton')",yellow,S,50,2,55,0,noText,7076,3.9680610510000003,58311e2257e86a1b8863f74c,https://contestimg.wish.com/api/webimage/5eafcf8a1f07813cd5404b52-medium.jpg,5eafcf8a1f07813cd5404b52
2019 Women's Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,5.83,5,10000,1,4.22,2055,1162.0,488.0,212.0,83.0,110.0,0,"('summer', 'sexy bathing suit', 'bikinis set', 'swimwear', 'swimsuit', 'bikini', 'splitbikiniset', 'fashion', 'two pieces', 'printed', ""women's fashion"", 'beach', 'splits')",others,S,1,1,35,0,noText,126370,4.146957347,58ad449708de0c6dc59d9e06,https://contestimg.wish.com/api/webimage/5c91e1ecb14bfa747e277427-medium.jpg,5c91e1ecb14bfa747e277427
S-6XL Summer Cotton Plus Size Women Fashion Loose Casual Sleeveless Striped Sling Mini Dress,8.0,7,1000,0,3.42,373,144.0,57.0,60.0,35.0,77.0,0,"('summer', 'plus size', 'mini', 'dress', 'mini dress', ""women's fashion"", 'fashion', 'slingdres', 'sleeveless', 'women dress', 'striped', 'women', 'casual', 'cotton')",pink,S,50,2,63,0,noText,1322,3.9652042360000004,5b8e776e2eb51f7a5900a88a,https://contestimg.wish.com/api/webimage/5ccd341e8cc067595fcba7c4-medium.jpg,5ccd341e8cc067595fcba7c4
7 Colors Tops 2018 Women Lady Sexy Summer Sleeveless Top Blouse Lace Vest Tank Shirt,5.77,5,100,1,4.0,4,1.0,2.0,1.0,0.0,0.0,0,"('blouse', 'summer', 'vest', 'plus size', 'tank', 'lace', 'women skirts', 'shirt', 'dress', 'plus size top', 'tops', 'lace blouse', ""women's fashion"", 'fashion', 'sleeveless', 'blousesampshirt', 'sexy', 'women', 'casual', 'cotton')",green,S,45,1,31,1,QuantityLimited,8996,3.9157403289999997,5b348167af6b3122dba38825,https://contestimg.wish.com/api/webimage/5ec773b5967eb036b2c2e668-medium.jpg,5ec773b5967eb036b2c2e668
XS-8XL Women's Fashion Summer Sleeveless Floral Printing Sling Dress Deep V-Neck Slim Fit Big Swing Beach Skirts Loose Casual Long Maxi Dresses Ladies Plus Size Party Dresses,5.9,5,10000,0,3.64,1933,867.0,298.0,299.0,151.0,318.0,0,"('summer', 'fashion', 'plus size dress', 'dress', 'slim', 'v-neck', ""women's fashion"", 'plus size', 'sleeveless', 'floral', 'party dresses', 'skirts', 'casual', 'casual dress', 'deep v-neck', 'party', 'slim fit', 'print dress', 'evening dress', 'ladies', 'women dress', 'beach')",grey,XS,4,1,30,0,noText,2366,3.951817413,591ed674fc9cce0fcd7ff354,https://contestimg.wish.com/api/webimage/5de079e771151e6e9e85ee05-medium.jpg,5de079e771151e6e9e85ee05
